normalized,ids
"organizational_change","74|4117"
"offline_programming","16626|21069"
"tig_welding","16641|20796"
"network_topology","16689|18164"
"siemens_opcenter","16729|20740"
"finite_capacity_scheduling","16747|20729"
"recall_management","16758|19536"
"demand_planning","16779|21245"
"mrp_ii","16792|20736"
"configuration_management","16851|2767"
"iot_integration","16936|19494"
"heat_treatment","17010|20829"
"automated_material_handling","17023|20963"
"data_lineage","17086|19008"
"mobile_reports","17094|22694"
"lod_expressions","17097|8351"
"lead_management","17414|22875"
"pep_screening","17474|19255"
"carbon_footprint_reporting","17515|20121"
"energy_efficiency","18260|620"
"report_generation","17626|19923"
"churn_prediction","17663|22557"
"breach_investigation","17774|19037"
"timeline_reconstruction","17777|20110"
"policy_management","17803|18194"
"load_balancing","18084|33781"
"service_discovery","18170|33667"
"lifecycle_management","18238|27714"
"quota_management","18248|32422"
"device_configuration","18313|23521"
"custom_api_development","18325|32503"
"infrastructure_as_code","18328|33856"
"network_simulation","18344|26908"
"cross_functional_teams","18448|20887"
"quarterly_planning","18529|22328"
"stakeholder_communication","18577|18984"
"strategic_partnerships","18599|19695"
"joint_ventures","18906|31602"
"executive_reporting","18993|28099"
"pre_market_approval","19056|31741"
"free_trade_agreements","19067|26751"
"21_cfr_part_11","19085|30653"
"regulatory_advocacy","19089|34287"
"utility_patents","19098|31565"
"design_patents","19099|31566"
"clearance_search","19135|31594"
"social_impact","19168|23723"
"customer_onboarding","19254|31949"
"compliance_monitoring","19332|26645"
"portfolio_analysis","19342|31346"
"carrier_management","19427|26736"
"load_planning_and_optimization","19431|26768"
"white_glove_service","19451|31912"
"reverse_logistics","19453|26753"
"sap_ewm","19478|26778"
"passive_rfid","19491|26811"
"active_rfid","19492|26810"
"zone_picking","19497|26794"
"wave_picking","19498|26795"
"dynamic_slotting","19510|26790"
"cross_docking_operations","19520|26742"
"opportunistic_cross_docking","19521|26745"
"collaborative_planning","19532|26720"
"e_commerce_returns","19534|26754"
"warranty_returns","19535|34044"
"battery_management","19545|21743"
"ocean_freight","19574|26735"
"ai_driven_forecasting","19676|32421"
"new_product_forecasting","19678|27090"
"multi_channel_distribution","19697|32636"
"form_postponement","19726|26930"
"natural_disaster_planning","19732|26892"
"kanban_systems","19740|26850"
"carbon_neutral_shipping","19745|27145"
"gift_wrapping","19759|32358"
"hazard_communication","19792|29671"
"visual_inspection","19797|26958"
"pneumatic_conveying","19816|21605"
"automated_alerts","19829|33322"
"blast_freezing","19836|441"
"stability_studies","19852|27964"
"allergen_management","19885|685"
"vision_guided_agv","19909|21091"
"labor_management","19919|27042"
"collaborative_robots_cobots","19927|32395"
"mobile_scanning_apps","19972|31886"
"carrier_integration","19986|32264"
"heat_mapping","19997|29590"
"demographic_analysis","19998|29604"
"supply_chain_analytics","20018|27102"
"multi_echelon_inventory_optimization","20032|26897"
"safety_stock_calculation","20033|32116"
"forecasting_models","20046|27115"
"sap_tm","20056|26725"
"iso_90012015","20097|20862|26942"
"random_testing","20151|21886"
"preventive_maintenance","20157|327"
"total_cost_of_ownership_analysis","20177|26682"
"work_order_management","20183|26859"
"oil_analysis","20190|23509"
"ultrasonic_testing","20191|21771"
"critical_equipment_analysis","20194|25912"
"turf_management","20201|29191"
"space_utilization_analytics","20206|29720"
"dashboard_development","20209|25854"
"leed_commissioning","20213|34154"
"aluminum_welding","20224|21754"
"daylight_harvesting","20285|29520"
"arc_flash_studies","20300|23166"
"pump_control","20304|21736"
"uninterruptible_power_supply_ups_systems","20309|21739"
"online_ups","20310|21740"
"demand_controlled_ventilation","20321|34136"
"mobile_credentials","20334|29229"
"visitor_management","20335|29230"
"electrostatic_spraying","20447|299"
"third_party_auditing","20500|33877"
"single_stream_recycling","20506|34001"
"chemical_waste","20512|30719"
"sustainability_reporting","20529|25800"
"rodent_control","20543|30711"
"vendor_managed_inventory","20571|26783"
"personalized_service","20584|31905"
"certification_programs","20605|34279"
"iot_sensor_integration","20612|29726"
"circadian_lighting","20643|29523"
"water_quality_monitoring","20647|25631"
"energy_benchmarking","20659|33931"
"tank_entry","20683|25957"
"finite_capacity_planning","20732|26841"
"rough_cut_capacity_planning","20733|26840"
"long_term_capacity_planning","20734|26842"
"advanced_planning_systems","20737|26836"
"demand_driven_mrp","20738|26839"
"epicor_erp","20748|27077"
"real_time_oee_monitoring","20752|26881"
"production_line_balancing","20760|26855"
"u_shaped_cell_design","20762|26857"
"batch_production_management","20775|26867"
"sand_casting","20804|25548"
"die_casting","20806|25550"
"continuous_casting","20807|25551"
"process_capability_analysis","20859|26977"
"cusum_charts","20860|26947"
"autocad_electrical","20855|23168"
"kepner_tregoe","20867|26951"
"quality_auditing","20868|26969"
"aiag_vda_fmea","20876|26964"
"attribute_msa","20894|26975"
"supplier_scorecards","20920|26961"
"short_term_capability","20923|26978"
"discrete_event_simulation","20944|31652"
"make_vs_buy_analysis","20957|26914"
"bottleneck_analysis","20966|28029"
"conveyor_design","20975|25628"
"gemba_kaizen","20986|26994"
"production_kanban","21002|26853"
"withdrawal_kanban","21003|26854"
"e_kanban","21005|26851"
"dmaic_methodology","21010|27006"
"leader_standard_work","21040|27017"
"heijunka_box","21034|27021"
"andon_boards","21044|27025"
"ge_ifix","21051|25884"
"wonderware_intouch","21057|23497"
"intrusion_detection","21098|29658"
"risk_assessment","21113|1351"
"temperature_calibration","21133|23512"
"pressure_calibration","21134|23511"
"cycle_counting","21219|26785"
"warehouse_management_systems_wms","21227|32122"
"blue_yonder_wms","21230|26780"
"material_handling_equipment","21234|26798"
"conveyor_systems","21236|25906"
"abc_xyz_analysis","21238|26916"
"last_mile_delivery","21244|26260"
"s_and_op_sales_and_operations_planning","21246|26894"
"statistical_modeling","21247|30364"
"abc_cycle_counting","21252|26786"
"kitting_and_assembly","21259|26822"
"function_analysis","21285|23393"
"product_validation","21295|31742"
"cnc_prototyping","21308|31417"
"functional_prototyping","21309|31418"
"brand_refresh","22188|32714"
"premium_positioning","22190|32311"
"category_creation","22192|32815"
"media_planning_and_buying","22259|32724"
"programmatic_buying","22260|32727"
"programmatic_advertising","22265|32566"
"digital_billboards","22278|32729"
"print_advertising","22283|32732"
"podcast_advertising","22290|32741"
"multi_touch_attribution","22295|32699"
"creative_testing","22300|32682"
"audience_testing","22301|33140"
"landing_page_testing","22302|32550"
"native_advertising","22314|32564"
"search_campaigns","22335|32531"
"display_network","22336|32528"
"shopping_ads","22337|32527"
"youtube_ads","22338|32533"
"carousel_ads","22344|32538"
"dynamic_ads","22349|32543"
"spark_ads","22357|33114"
"core_web_vitals","22361|32900"
"schema_markup","22362|32049"
"conversion_rate_optimization","22391|28723"
"checkout_optimization","22394|28725"
"google_analytics","22395|32545"
"e_commerce_tracking","22396|32547"
"custom_event_tracking","22405|32693"
"retargeting_and_remarketing","22413|32554"
"display_advertising","22419|32562"
"video_marketing","22423|32570"
"mobile_marketing","22426|32578"
"walmart_marketplace","22438|32064"
"shopify_markets","22441|32025"
"product_launch_pr","22450|32746"
"virtual_events","22500|34784"
"review_management","22503|31939"
"qualitative_research_methods","22511|30234"
"focus_group_moderation","22512|32852"
"market_segmentation","22526|723"
"demographic_segmentation","22527|32219"
"pricing_analysis","22531|32862"
"concept_testing","22534|28202"
"social_listening_and_sentiment_analysis","22553|32874"
"crisis_detection","22556|32674"
"trend_analysis_and_forecasting","22582|32863"
"integrated_campaigns","22588|28706"
"art_direction","22592|28686"
"digital_art_direction","22593|28689"
"case_studies","22605|30235"
"landing_pages","22607|32769"
"brand_kits","22625|32756"
"presentation_design","22645|28711"
"sales_decks","22646|32819"
"pitch_decks","22647|28712"
"keynote_presentations","22648|31553"
"environment_design","22656|28945"
"viral_loops","22661|32829"
"growth_hacking","22686|32575"
"churn_prediction_and_prevention","22712|32254"
"sequential_testing","22723|1312"
"market_expansion","22727|32806"
"product_positioning_and_messaging","22730|32813"
"b2b_positioning","22731|32814"
"feature_comparison","22736|28186"
"product_launch_management","22739|32808"
"product_sheets","22745|32818"
"sales_playbooks","22747|32452"
"customer_marketing","22748|32840"
"pricing_strategy","22752|28127"
"tiered_pricing","22754|28128"
"usage_based_pricing","22755|28129"
"freemium_models","22756|32823"
"in_app_messaging","22760|32800"
"reseller_programs","22787|32456"
"micro_influencer_marketing","22793|32573"
"influencer_campaign_management","22801|33065"
"exclusive_partnerships","22848|33071"
"e_commerce_automation","22868|32767"
"account_based_marketing","22876|33117"
"event_marketing","22877|32747"
"responsive_design","22885|28231"
"abandoned_cart","22894|32226"
"email_a_b_testing","22895|32552"
"transactional_sms","22901|32794"
"two_way_messaging","22903|32796"
"email_accessibility","22910|28744"
"screen_reader_testing","22912|28494"
"keyboard_navigation","22913|28508"
"revenue_analytics","22917|24398"
"paid_social_strategy","22947|32638"
"community_management","22955|32669"
"crisis_response","22957|22"
"brand_advocacy","22959|32671"
"social_media_analytics","22960|32676"
"bulk_scheduling","22965|33142"
"sprout_social_platform_management","22968|33147"
"smart_inbox","22969|33148"
"social_crm","22970|32668"
"instagram_shopping","22973|32078"
"linkedin_marketing","22975|32644"
"twitter_x_marketing","22979|32647"
"twitter_ads","22983|32648"
"facebook_marketing","22985|32639"
"facebook_groups","22987|32640"
"youtube_marketing","22989|32571"
"youtube_seo","22990|32655"
"lead_generation_ads","23001|32536"
"conversion_campaigns","23002|32537"
"brand_awareness","23003|32872"
"social_listening_and_monitoring","23005|32672"
"user_generated_content_management","23014|33027"
"ugc_campaigns","23015|32632"
"social_commerce","23017|32077"
"tiktok_shop","23019|32080"
"pinterest_shopping","23020|32081"
"thought_leadership","23026|32589"
"product_launches","23028|31824"
"lead_qualification","23036|32382"
"brand_activations","23039|32748"
"performance_marketing","23091|32683"
"roas_optimization","23100|32686"
"google_search_console","23103|32898"
"meta_ads_manager","23104|32921"
"google_ads_certification","23105|32922"
"meta_blueprint_certification","23106|33387"
"clash_detection","23245|5620"
"composite_analysis","23249|2822"
"quality_and_safety","23370|29387"
"object_tracking","24038|8186"
"digital_storyboarding","24246|10854"
"extractive_metallurgy","25513|2629"
"non_ferrous_metallurgy","25515|21237|2627"
"physical_metallurgy","25518|2628"
"complex_queries","27129|8332"
"clinical_pharmacology","27305|15251"
"cross_browser_testing","28629|1652"
"4d_scheduling","29291|6192"
"performance_reporting","29610|1727"
"multiphysics_simulation","31654|2253"
"value_based_pricing","32822|15294"
"data_warehousing","33311|8250"
"hyperparameter_tuning","921|7940"
"leaf_wise_growth","926|7945"
"integration_testing","1911|33631"
"ad_copy","5389|32591"
"sequential_api","8020|976"
"image_filtering","8184|1082"
"remote_storage","8458|1296"
